"id","slownik_id","typ","haslo_id","komentarz"
950,2263,instytucja,868,
951,23949,miejsce,869,
955,165,osoba,862,
956,2277,instytucja,870,
957,2294,instytucja,872,
958,166,osoba,870,
959,2470,instytucja,874,
960,2471,instytucja,875,
961,2472,instytucja,876,
965,2473,instytucja,877,
966,167,osoba,873,
968,168,osoba,879,
969,2280,instytucja,878,
971,2474,instytucja,882,
972,962,instytucja,884,
973,2257,instytucja,885,
869,2548,instytucja,822,
977,2475,instytucja,883,
978,2281,instytucja,886,
979,169,osoba,881,
980,170,osoba,887,
981,2287,instytucja,888,
983,23884,miejsce,890,
985,172,osoba,891,
986,2476,instytucja,891,
987,2283,instytucja,892,
988,2282,instytucja,893,
989,24033,miejsce,894,
994,173,osoba,893,
995,173,osoba,894,
996,173,osoba,895,
997,173,osoba,896,
998,15295,miejsce,895,
999,2477,instytucja,897,
1000,2274,instytucja,898,
1001,11520,miejsce,896,
1002,23884,miejsce,899,
1003,2241,instytucja,900,
1008,2478,instytucja,901,
1014,965,instytucja,902,
1015,2479,instytucja,902,
1016,952,instytucja,903,
1017,951,instytucja,904,
1018,2247,instytucja,905,
1020,2480,instytucja,906,
1021,973,instytucja,907,
1022,960,instytucja,908,
1023,2260,instytucja,909,
1024,958,instytucja,910,
1025,2255,instytucja,911,
1027,2481,instytucja,912,
1028,2256,instytucja,913,
1029,2271,instytucja,914,
1030,966,instytucja,915,
1031,955,instytucja,916,
1032,969,instytucja,917,
1033,953,instytucja,918,
1034,2268,instytucja,919,
1035,977,instytucja,920,
1036,974,instytucja,921,
1037,2283,instytucja,922,
1038,950,instytucja,923,
1039,2239,instytucja,924,
1040,971,instytucja,925,
1042,2482,instytucja,926,
1043,959,instytucja,927,
1044,174,osoba,897,
1045,23880,miejsce,245,
1046,2352,instytucja,246,
1047,2323,instytucja,247,
1048,1944,instytucja,248,
1049,1971,instytucja,252,
1050,2483,instytucja,253,
1053,2484,instytucja,254,
1054,175,osoba,254,
1055,2484,instytucja,255,
1056,2483,instytucja,256,
1057,993,instytucja,257,
1058,1977,instytucja,258,
1059,1008,instytucja,259,
1060,2331,instytucja,260,
1061,1966,instytucja,261,
1062,1935,instytucja,262,
1063,1939,instytucja,263,
1064,1967,instytucja,264,
1065,1970,instytucja,265,
1066,2332,instytucja,266,
1067,2485,instytucja,267,
1068,2486,instytucja,268,
1069,2487,instytucja,269,
1070,176,osoba,255,
1071,177,osoba,268,
1072,177,osoba,269,
1073,2486,instytucja,270,
1074,178,osoba,270,
1077,179,osoba,271,
1078,2486,instytucja,271,
1079,1956,instytucja,273,
1080,2337,instytucja,274,
1081,1938,instytucja,275,
1083,2319,instytucja,272,
1084,2307,instytucja,276,
1085,1964,instytucja,277,
1086,2338,instytucja,278,
1087,2360,instytucja,279,
1088,998,instytucja,280,
1089,2295,instytucja,281,
1090,1004,instytucja,282,
1092,1950,instytucja,284,
1094,2488,instytucja,285,
1100,2297,instytucja,286,
1101,1949,instytucja,287,
1102,1001,instytucja,288,
1103,23880,miejsce,283,
1104,2489,instytucja,928,
1105,2490,instytucja,929,
1106,2491,instytucja,930,
1108,172,osoba,930,
1110,180,osoba,931,
1111,2491,instytucja,931,
1113,2491,instytucja,932,
1114,2491,instytucja,933,
1115,119,osoba,932,
1116,181,osoba,933,
1117,2491,instytucja,934,
1118,182,osoba,934,
1119,2491,instytucja,935,
1120,183,osoba,935,
1121,2493,instytucja,936,
1122,2494,instytucja,937,
1123,184,osoba,937,
1124,2494,instytucja,938,
1125,2494,instytucja,939,
1126,185,osoba,938,
1130,186,osoba,939,
1131,187,osoba,942,
1132,2494,instytucja,942,
1133,188,osoba,940,
1134,2494,instytucja,940,
1135,2494,instytucja,941,
1136,172,osoba,941,
1137,189,osoba,943,
1138,2494,instytucja,943,
1139,119,osoba,944,
1140,2494,instytucja,944,
1141,2494,instytucja,945,
1142,190,osoba,945,
1143,191,osoba,946,
1144,2494,instytucja,946,
1146,2494,instytucja,947,
1148,192,osoba,947,
1150,2494,instytucja,948,
1151,193,osoba,948,
1152,2494,instytucja,949,
1153,194,osoba,949,
1154,195,osoba,950,
1156,2494,instytucja,950,
1157,2494,instytucja,951,
1158,196,osoba,951,
1160,2494,instytucja,952,
1159,197,osoba,952,Albertus Bacca (interpretacja wątpliwa: nazwisko lub stopień akademicki bakałarza)
1161,131,osoba,953,
1162,2494,instytucja,953,
1163,2489,instytucja,954,
1164,2495,instytucja,955,
1165,2496,instytucja,956,
1167,198,osoba,956,
1168,2491,instytucja,957,
1169,199,osoba,957,
1170,200,osoba,959,
1171,2493,instytucja,958,
1172,2494,instytucja,959,
1173,201,osoba,960,
1174,2494,instytucja,960,
1175,2497,instytucja,961,
1176,2498,instytucja,962,
1177,2499,instytucja,963,
1178,2500,instytucja,964,
1179,2501,instytucja,965,
1180,2502,instytucja,966,
1181,202,osoba,1,
1182,2503,instytucja,2,
1183,23880,miejsce,4,
1184,23950,miejsce,5,
1185,23901,miejsce,6,
1187,23985,miejsce,7,
1188,23900,miejsce,8,
1189,23924,miejsce,9,
1190,23990,miejsce,10,
1191,23975,miejsce,11,
1192,23931,miejsce,12,
1193,23949,miejsce,15,
1194,23884,miejsce,17,
1195,2504,instytucja,18,
1196,203,osoba,2,
1197,204,osoba,19,
1198,2505,instytucja,19,
1200,205,osoba,20,
1201,2330,instytucja,20,
1202,2506,instytucja,21,
1204,2507,instytucja,22,
1205,206,osoba,21,
1206,207,osoba,22,
1207,2508,instytucja,23,
1208,2509,instytucja,24,
1209,2510,instytucja,25,
1210,208,osoba,23,
1213,2511,instytucja,26,
1214,211,osoba,26,
1215,2512,instytucja,27,
1216,212,osoba,27,
1217,2513,instytucja,28,
1218,213,osoba,28,
1220,2514,instytucja,29,
1221,214,osoba,29,
1211,28,osoba,24,
1212,29,osoba,25,
1222,2503,instytucja,30,
1223,215,osoba,30,
1224,216,osoba,31,
1225,2503,instytucja,31,
1226,2503,instytucja,32,
1227,217,osoba,32,
1228,218,osoba,33,
1229,2503,instytucja,33,
1230,219,osoba,34,
1231,2503,instytucja,34,
1232,2503,instytucja,35,
1233,220,osoba,35,
1234,2503,instytucja,36,
1235,221,osoba,36,
1236,2503,instytucja,38,
1237,28,osoba,38,
1238,2503,instytucja,39,
1239,222,osoba,39,
1240,2503,instytucja,40,
1241,223,osoba,40,
1242,203,osoba,41,
1243,2503,instytucja,41,
1244,224,osoba,42,
1245,2503,instytucja,42,
1246,225,osoba,43,
1247,2503,instytucja,43,
1248,2503,instytucja,44,
1249,226,osoba,44,
1251,227,osoba,46,
